Selection,View,Channel,BeginTime_s_,EndTime_s_,LowFreq_Hz_,HighFreq_Hz_,BeginDate,BeginClockTime,EndClockTime,SNR_DB,Confidence__,Class,Cod_Y_N__
822,Spectrogram 1,9,53089.3,53089.49,70.6,312.5,2013/12/25,14:44:49.300,14:44:49.490,8.1,100,Acod,Y
885,Spectrogram 1,9,58703.5,58703.7,70.3,328.1,2013/12/25,16:18:23.500,16:18:23.700,3.8,70.5,Acod,Y
888,Spectrogram 1,9,58819.8,58819.89,62.5,312.5,2013/12/25,16:20:19.800,16:20:19.890,5.5,99.9,Acod,Y
919,Spectrogram 1,9,61008.8,61009.01,54.3,335.9,2013/12/25,16:56:48.800,16:56:49.010,5.6,77.1,Acod,Y
920,Spectrogram 1,9,61018.6,61018.73,63.3,312.5,2013/12/25,16:56:58.600,16:56:58.730,3.8,63.5,Acod,Y
926,Spectrogram 1,9,61374,61374.11,62.5,320.3,2013/12/25,17:02:54.000,17:02:54.110,5.1,92.3,Acod,Y
927,Spectrogram 1,9,61375.1,61375.29,62.5,289.1,2013/12/25,17:02:55.100,17:02:55.290,3.3,61.5,Acod,Y
954,Spectrogram 1,9,62599.6,62599.77,60.8,312.5,2013/12/25,17:23:19.600,17:23:19.770,3.5,86.8,Acod,Y
957,Spectrogram 1,9,62639.5,62639.66,70.3,328.1,2013/12/25,17:23:59.500,17:23:59.660,3.6,37.6,Acod,Y
1146,Spectrogram 1,9,68178.2,68178.39,54.7,320.3,2013/12/25,18:56:18.200,18:56:18.390,5.8,92.9,Acod,Y
1175,Spectrogram 1,9,68894.4,68894.57,58.1,335.9,2013/12/25,19:08:14.400,19:08:14.570,4.4,98,Acod,Y
1196,Spectrogram 1,9,69548.9,69549.11,78.1,328.1,2013/12/25,19:19:08.900,19:19:09.110,3.7,90.2,Acod,Y
1243,Spectrogram 1,9,70867.3,70867.45,43.3,335.9,2013/12/25,19:41:07.300,19:41:07.450,6.5,59.9,Acod,Y
1244,Spectrogram 1,9,70883.6,70883.82,62.5,289.1,2013/12/25,19:41:23.600,19:41:23.820,5,94.1,Acod,Y
1247,Spectrogram 1,9,70964.3,70964.46,62.5,335.9,2013/12/25,19:42:44.300,19:42:44.460,5.8,54.2,Acod,Y
1252,Spectrogram 1,9,71102.1,71102.29,20,312.5,2013/12/25,19:45:02.100,19:45:02.290,5.7,100,Acod,Y
1260,Spectrogram 1,9,71413.2,71413.48,41.2,335.9,2013/12/25,19:50:13.200,19:50:13.480,4,51,Acod,Y
1264,Spectrogram 1,9,71555.8,71555.99,62.1,328.1,2013/12/25,19:52:35.800,19:52:35.990,6.5,96.7,Acod,Y
1270,Spectrogram 1,9,71654.6,71654.81,68.6,304.7,2013/12/25,19:54:14.600,19:54:14.810,5.4,100,Acod,Y
1298,Spectrogram 1,9,72681.1,72681.27,57.1,312.5,2013/12/25,20:11:21.100,20:11:21.270,4.7,80.5,Acod,Y
1307,Spectrogram 1,9,73048.9,73049.06,68.1,312.5,2013/12/25,20:17:28.900,20:17:29.060,6.1,90.3,Acod,Y
1313,Spectrogram 1,9,73237.3,73237.49,62.1,320.3,2013/12/25,20:20:37.300,20:20:37.490,7.3,100,Acod,Y
846,Spectrogram 1,9,62475.8,62476.01,20,328.1,2013/12/27,17:21:15.800,17:21:16.010,5.9,100,Acod,Y
1470,Spectrogram 1,9,74020.6,74020.74,28.3,320.3,2013/12/29,20:33:40.600,20:33:40.740,8.1,100,Acod,Y
