Selection,View,Channel,BeginTime_s_,EndTime_s_,LowFreq_Hz_,HighFreq_Hz_,BeginDate,BeginClockTime,EndClockTime,SNR_DB,Confidence__,Class,Cod_Y_N__
1843,Spectrogram 1,9,85097.4,85097.55,20,335.9,2013/11/20,23:38:17.400,23:38:17.550,5,47.2,Acod,Y
1849,Spectrogram 1,9,85181.3,85181.49,45.6,312.5,2013/11/20,23:39:41.300,23:39:41.490,5.1,100,Acod,Y
1851,Spectrogram 1,9,85190,85190.21,20,335.9,2013/11/20,23:39:50.000,23:39:50.210,4.7,98.6,Acod,Y
1852,Spectrogram 1,9,85193.8,85193.99,30.3,335.9,2013/11/20,23:39:53.800,23:39:53.990,6.3,76.7,Acod,Y
123,Spectrogram 1,9,2232.4,2232.58,53.5,320.3,2013/11/21,00:37:12.400,00:37:12.580,6.9,37.4,Acod,Y
124,Spectrogram 1,9,2252.2,2252.32,85.9,335.9,2013/11/21,00:37:32.200,00:37:32.320,11.9,100,Acod,Y
125,Spectrogram 1,9,2266.5,2266.63,42.8,328.1,2013/11/21,00:37:46.500,00:37:46.630,8.4,100,Acod,Y
126,Spectrogram 1,9,2280.2,2280.38,78.1,320.3,2013/11/21,00:38:00.200,00:38:00.380,7.5,100,Acod,Y
127,Spectrogram 1,9,2301.5,2301.63,47.2,335.9,2013/11/21,00:38:21.500,00:38:21.630,11.8,100,Acod,Y
128,Spectrogram 1,9,2303.5,2303.67,40.6,296.9,2013/11/21,00:38:23.500,00:38:23.670,9.5,94.5,Acod,Y
129,Spectrogram 1,9,2314.5,2314.61,62.5,320.3,2013/11/21,00:38:34.500,00:38:34.610,10.5,37.4,Acod,Y
130,Spectrogram 1,9,2329.8,2329.97,32.5,257.8,2013/11/21,00:38:49.800,00:38:49.970,12.7,100,Acod,Y
131,Spectrogram 1,9,2331.1,2331.32,66.9,312.5,2013/11/21,00:38:51.100,00:38:51.320,8.5,100,Acod,Y
132,Spectrogram 1,9,2335.2,2335.39,20,335.9,2013/11/21,00:38:55.200,00:38:55.390,8.9,100,Acod,Y
133,Spectrogram 1,9,2335.9,2336.12,74.8,320.3,2013/11/21,00:38:55.900,00:38:56.120,4.6,73.2,Acod,Y
134,Spectrogram 1,9,2336.3,2336.48,78.1,320.3,2013/11/21,00:38:56.300,00:38:56.480,3.8,63.9,Acod,Y
136,Spectrogram 1,9,2338.3,2338.45,78.1,335.9,2013/11/21,00:38:58.300,00:38:58.450,4.9,37,Acod,Y
137,Spectrogram 1,9,2345.7,2345.81,71.9,335.9,2013/11/21,00:39:05.700,00:39:05.810,7,100,Acod,Y
151,Spectrogram 1,9,3353.8,3353.98,63.8,312.5,2013/11/21,00:55:53.800,00:55:53.980,6.1,100,Acod,Y
152,Spectrogram 1,9,3353.8,3353.98,78.4,320.3,2013/11/21,00:55:53.800,00:55:53.980,6.5,37,Acod,Y
221,Spectrogram 1,9,9650.5,9650.6,60.4,296.9,2013/11/21,02:40:50.500,02:40:50.600,11.1,74.3,Acod,Y
280,Spectrogram 1,9,12161.2,12161.37,37.6,265.6,2013/11/21,03:22:41.200,03:22:41.370,14.4,99.4,Acod,Y
281,Spectrogram 1,9,12249,12249.12,37,328.1,2013/11/21,03:24:09.000,03:24:09.120,5.2,100,Acod,Y
310,Spectrogram 1,9,15708.9,15709,70.3,335.9,2013/11/21,04:21:48.900,04:21:49.000,6.3,100,Acod,Y
312,Spectrogram 1,9,15736.5,15736.69,70.3,312.5,2013/11/21,04:22:16.500,04:22:16.690,4.8,99.8,Acod,Y
314,Spectrogram 1,9,15751.9,15752.05,70.3,328.1,2013/11/21,04:22:31.900,04:22:32.050,12.4,80.7,Acod,Y
315,Spectrogram 1,9,15803.6,15803.76,70.3,296.9,2013/11/21,04:23:23.600,04:23:23.760,7.9,65.8,Acod,Y
316,Spectrogram 1,9,15804.2,15804.32,47.2,335.9,2013/11/21,04:23:24.200,04:23:24.320,4.4,97.3,Acod,Y
317,Spectrogram 1,9,15873.5,15873.68,85.9,320.3,2013/11/21,04:24:33.500,04:24:33.680,9.3,100,Acod,Y
318,Spectrogram 1,9,15874.4,15874.53,63.3,328.1,2013/11/21,04:24:34.400,04:24:34.530,6,100,Acod,Y
319,Spectrogram 1,9,15875.3,15875.49,20,304.7,2013/11/21,04:24:35.300,04:24:35.490,5.6,95.4,Acod,Y
321,Spectrogram 1,9,15876.7,15876.92,78.1,335.9,2013/11/21,04:24:36.700,04:24:36.920,3.1,80.6,Acod,Y
323,Spectrogram 1,9,15970,15970.18,51.8,320.3,2013/11/21,04:26:10.000,04:26:10.180,5,100,Acod,Y
324,Spectrogram 1,9,15978.4,15978.53,86.3,335.9,2013/11/21,04:26:18.400,04:26:18.530,7.5,100,Acod,Y
325,Spectrogram 1,9,15980.5,15980.63,78.8,296.9,2013/11/21,04:26:20.500,04:26:20.630,5.3,82.2,Acod,Y
326,Spectrogram 1,9,15986.2,15986.32,20,320.3,2013/11/21,04:26:26.200,04:26:26.320,5.8,99,Acod,Y
327,Spectrogram 1,9,15986.2,15986.32,20,320.3,2013/11/21,04:26:26.200,04:26:26.320,5.8,99,Acod,Y
329,Spectrogram 1,9,16002.1,16002.22,53.8,335.9,2013/11/21,04:26:42.100,04:26:42.220,6.2,99.6,Acod,Y
330,Spectrogram 1,9,16003.6,16003.77,78.1,328.1,2013/11/21,04:26:43.600,04:26:43.770,4.2,53,Acod,Y
331,Spectrogram 1,9,16008.9,16009.06,33.7,281.3,2013/11/21,04:26:48.900,04:26:49.060,12.6,100,Acod,Y
332,Spectrogram 1,9,16010,16010.13,78.1,304.7,2013/11/21,04:26:50.000,04:26:50.130,11.2,100,Acod,Y
333,Spectrogram 1,9,16039.3,16039.43,70.9,335.9,2013/11/21,04:27:19.300,04:27:19.430,15.3,100,Acod,Y
334,Spectrogram 1,9,16051.3,16051.43,63.1,335.9,2013/11/21,04:27:31.300,04:27:31.430,12,100,Acod,Y
335,Spectrogram 1,9,16080.7,16080.87,20,320.3,2013/11/21,04:28:00.700,04:28:00.870,8.1,71.4,Acod,Y
336,Spectrogram 1,9,16082.8,16082.93,74.3,335.9,2013/11/21,04:28:02.800,04:28:02.930,6,100,Acod,Y
337,Spectrogram 1,9,16107.6,16107.79,53.9,304.7,2013/11/21,04:28:27.600,04:28:27.790,5.9,100,Acod,Y
339,Spectrogram 1,9,16164.7,16164.87,77.8,320.3,2013/11/21,04:29:24.700,04:29:24.870,17.9,94.6,Acod,Y
340,Spectrogram 1,9,16179.1,16179.2,52.6,296.9,2013/11/21,04:29:39.100,04:29:39.200,11,100,Acod,Y
341,Spectrogram 1,9,16180.1,16180.25,79.4,335.9,2013/11/21,04:29:40.100,04:29:40.250,8.6,99.5,Acod,Y
343,Spectrogram 1,9,16183.2,16183.37,72.9,320.3,2013/11/21,04:29:43.200,04:29:43.370,4.7,65.8,Acod,Y
344,Spectrogram 1,9,16184.9,16185.02,66.4,335.9,2013/11/21,04:29:44.900,04:29:45.020,7.6,99.9,Acod,Y
345,Spectrogram 1,9,16215.1,16215.28,78.1,328.1,2013/11/21,04:30:15.100,04:30:15.280,10.1,37.4,Acod,Y
346,Spectrogram 1,9,16251.9,16251.99,66.1,328.1,2013/11/21,04:30:51.900,04:30:51.990,10.2,100,Acod,Y
347,Spectrogram 1,9,16337.3,16337.44,20,328.1,2013/11/21,04:32:17.300,04:32:17.440,7.5,99.4,Acod,Y
348,Spectrogram 1,9,16341.3,16341.46,73.6,335.9,2013/11/21,04:32:21.300,04:32:21.460,9.6,100,Acod,Y
349,Spectrogram 1,9,16344.1,16344.19,38.6,328.1,2013/11/21,04:32:24.100,04:32:24.190,8.1,100,Acod,Y
350,Spectrogram 1,9,16344.4,16344.56,20,335.9,2013/11/21,04:32:24.400,04:32:24.560,7.4,82.4,Acod,Y
351,Spectrogram 1,9,16354.2,16354.37,44.8,335.9,2013/11/21,04:32:34.200,04:32:34.370,10.6,100,Acod,Y
352,Spectrogram 1,9,16354.9,16355.04,71.1,312.5,2013/11/21,04:32:34.900,04:32:35.040,8.7,100,Acod,Y
353,Spectrogram 1,9,16355.4,16355.55,20,312.5,2013/11/21,04:32:35.400,04:32:35.550,6.9,85.6,Acod,Y
354,Spectrogram 1,9,16356.1,16356.29,71.3,312.5,2013/11/21,04:32:36.100,04:32:36.290,7.5,100,Acod,Y
355,Spectrogram 1,9,16378.9,16379.03,70.3,320.3,2013/11/21,04:32:58.900,04:32:59.030,7.3,100,Acod,Y
356,Spectrogram 1,9,16380.4,16380.58,50.9,304.7,2013/11/21,04:33:00.400,04:33:00.580,5,85.6,Acod,Y
412,Spectrogram 1,9,22193.4,22193.59,51.9,335.9,2013/11/21,06:09:53.400,06:09:53.590,7,74.9,Acod,Y
443,Spectrogram 1,9,23684.3,23684.43,79.8,273.4,2013/11/21,06:34:44.300,06:34:44.430,7.5,37.4,Acod,Y
444,Spectrogram 1,9,23708.4,23708.55,78.4,335.9,2013/11/21,06:35:08.400,06:35:08.550,5,100,Acod,Y
445,Spectrogram 1,9,23744,23744.1,54.7,328.1,2013/11/21,06:35:44.000,06:35:44.100,3.9,70.9,Acod,Y
784,Spectrogram 1,9,34013.9,34014.13,51.6,335.9,2013/11/21,09:26:53.900,09:26:54.130,10.5,97.3,Acod,Y
934,Spectrogram 1,9,39188.5,39188.68,20,335.9,2013/11/21,10:53:08.500,10:53:08.680,5.1,98.2,Acod,Y
935,Spectrogram 1,9,39188.5,39188.68,20,335.9,2013/11/21,10:53:08.500,10:53:08.680,5.1,99,Acod,Y
1369,Spectrogram 1,9,71938.4,71938.56,62.5,328.1,2013/11/21,19:58:58.400,19:58:58.560,9.4,61.7,Acod,Y
1374,Spectrogram 1,9,72094.3,72094.48,20,312.5,2013/11/21,20:01:34.300,20:01:34.480,7.5,92.1,Acod,Y
1376,Spectrogram 1,9,72108.9,72109.1,20,328.1,2013/11/21,20:01:48.900,20:01:49.100,4.7,63.9,Acod,Y
1402,Spectrogram 1,9,73763.4,73763.54,59.8,304.7,2013/11/21,20:29:23.400,20:29:23.540,7.5,83.6,Acod,Y
1565,Spectrogram 1,9,80685.4,80685.63,20,304.7,2013/11/21,22:24:45.400,22:24:45.630,9.7,100,Acod,Y
1631,Spectrogram 1,9,86284.6,86284.71,93.8,335.9,2013/11/21,23:58:04.600,23:58:04.710,9.3,99.9,Acod,Y
170,Spectrogram 1,9,13935.2,13935.44,20,320.3,2013/11/22,03:52:15.200,03:52:15.440,6.4,37.4,Acod,Y
179,Spectrogram 1,9,14830.2,14830.45,20,335.9,2013/11/22,04:07:10.200,04:07:10.450,4,62.8,Acod,Y
183,Spectrogram 1,9,14949.6,14949.85,20,328.1,2013/11/22,04:09:09.600,04:09:09.850,3.1,52.5,Acod,Y
191,Spectrogram 1,9,15485.4,15485.5,54.7,328.1,2013/11/22,04:18:05.400,04:18:05.500,5.4,98.4,Acod,Y
259,Spectrogram 1,9,20362.6,20362.77,69.6,265.6,2013/11/22,05:39:22.600,05:39:22.770,8.2,100,Acod,Y
302,Spectrogram 1,9,23742.8,23742.95,54.7,328.1,2013/11/22,06:35:42.800,06:35:42.950,6.9,100,Acod,Y
303,Spectrogram 1,9,23742.8,23742.95,54.7,328.1,2013/11/22,06:35:42.800,06:35:42.950,6.9,100,Acod,Y
304,Spectrogram 1,9,23770,23770.15,93.8,304.7,2013/11/22,06:36:10.000,06:36:10.150,6.1,96.4,Acod,Y
305,Spectrogram 1,9,23770,23770.15,93.8,304.7,2013/11/22,06:36:10.000,06:36:10.150,6.1,96.4,Acod,Y
595,Spectrogram 1,9,43055.8,43055.95,78.1,328.1,2013/11/22,11:57:35.800,11:57:35.950,3.2,82.2,Acod,Y
606,Spectrogram 1,9,44488.4,44488.57,24.7,312.5,2013/11/22,12:21:28.400,12:21:28.570,6.1,100,Acod,Y
611,Spectrogram 1,9,44961.1,44961.32,75.4,320.3,2013/11/22,12:29:21.100,12:29:21.320,10.6,37.4,Acod,Y
614,Spectrogram 1,9,45349.4,45349.58,46.6,320.3,2013/11/22,12:35:49.400,12:35:49.580,6.7,37.4,Acod,Y
616,Spectrogram 1,9,45439.3,45439.55,58.1,312.5,2013/11/22,12:37:19.300,12:37:19.550,15.9,51.6,Acod,Y
619,Spectrogram 1,9,45608.2,45608.39,85.9,328.1,2013/11/22,12:40:08.200,12:40:08.390,9.4,98.4,Acod,Y
620,Spectrogram 1,9,45619.5,45619.63,78.1,335.9,2013/11/22,12:40:19.500,12:40:19.630,7.4,84.5,Acod,Y
624,Spectrogram 1,9,45963,45963.2,20,328.1,2013/11/22,12:46:03.000,12:46:03.200,4.9,99.9,Acod,Y
625,Spectrogram 1,9,46014.6,46014.85,20,335.9,2013/11/22,12:46:54.600,12:46:54.850,3.8,54,Acod,Y
628,Spectrogram 1,9,46181,46181.16,67.9,296.9,2013/11/22,12:49:41.000,12:49:41.160,4.7,52.1,Acod,Y
636,Spectrogram 1,9,46361.9,46362.13,20,312.5,2013/11/22,12:52:41.900,12:52:42.130,4.7,93.5,Acod,Y
639,Spectrogram 1,9,46556.4,46556.69,78.1,320.3,2013/11/22,12:55:56.400,12:55:56.690,4.9,37,Acod,Y
640,Spectrogram 1,9,46600,46600.15,85.9,328.1,2013/11/22,12:56:40.000,12:56:40.150,4.1,73.9,Acod,Y
711,Spectrogram 1,9,52821.8,52822,37.7,335.9,2013/11/22,14:40:21.800,14:40:22.000,5.5,44,Acod,Y
898,Spectrogram 1,9,70772.9,70773.01,56.6,335.9,2013/11/22,19:39:32.900,19:39:33.010,10.9,95.6,Acod,Y
939,Spectrogram 1,9,73893.8,73893.9,71.1,328.1,2013/11/22,20:31:33.800,20:31:33.900,8.2,100,Acod,Y
1109,Spectrogram 1,9,80173.1,80173.27,78.1,320.3,2013/11/22,22:16:13.100,22:16:13.270,16.1,100,Acod,Y
1110,Spectrogram 1,9,80177.1,80177.22,26.7,335.9,2013/11/22,22:16:17.100,22:16:17.220,14.1,99.5,Acod,Y
1123,Spectrogram 1,9,80787.1,80787.27,20,335.9,2013/11/22,22:26:27.100,22:26:27.270,15,100,Acod,Y
1124,Spectrogram 1,9,80852.3,80852.42,55.9,320.3,2013/11/22,22:27:32.300,22:27:32.420,15.7,91.1,Acod,Y
297,Spectrogram 1,9,11618.9,11619.12,20,296.9,2013/11/23,03:13:38.900,03:13:39.120,10,100,Acod,Y
1061,Spectrogram 1,9,54904.8,54904.91,93.8,273.4,2013/11/23,15:15:04.800,15:15:04.910,7.5,37.4,Acod,Y
1096,Spectrogram 1,9,56809.3,56809.48,70.3,328.1,2013/11/23,15:46:49.300,15:46:49.480,3.5,68.5,Acod,Y
1098,Spectrogram 1,9,56811.7,56811.82,70.3,335.9,2013/11/23,15:46:51.700,15:46:51.820,2.3,41.7,Acod,Y
1099,Spectrogram 1,9,56892.2,56892.39,70.3,335.9,2013/11/23,15:48:12.200,15:48:12.390,4.5,96.8,Acod,Y
1101,Spectrogram 1,9,56937.3,56937.4,70.3,320.3,2013/11/23,15:48:57.300,15:48:57.400,3.6,59.7,Acod,Y
1102,Spectrogram 1,9,56938.7,56938.86,20,328.1,2013/11/23,15:48:58.700,15:48:58.860,3.5,69.5,Acod,Y
1138,Spectrogram 1,9,59097.2,59097.36,30.3,312.5,2013/11/23,16:24:57.200,16:24:57.360,3.2,49.1,Acod,Y
1164,Spectrogram 1,9,61472.4,61472.49,20,335.9,2013/11/23,17:04:32.400,17:04:32.490,5.4,96.4,Acod,Y
1167,Spectrogram 1,9,61480.7,61480.87,20,312.5,2013/11/23,17:04:40.700,17:04:40.870,3.3,46.3,Acod,Y
1168,Spectrogram 1,9,61482.2,61482.36,26.3,335.9,2013/11/23,17:04:42.200,17:04:42.360,5,49.7,Acod,Y
1170,Spectrogram 1,9,61505,61505.15,40,320.3,2013/11/23,17:05:05.000,17:05:05.150,6.2,42.1,Acod,Y
1172,Spectrogram 1,9,61526.3,61526.48,20,312.5,2013/11/23,17:05:26.300,17:05:26.480,6.4,100,Acod,Y
1173,Spectrogram 1,9,61542,61542.1,66.1,320.3,2013/11/23,17:05:42.000,17:05:42.100,5.9,71.4,Acod,Y
1174,Spectrogram 1,9,61544.1,61544.24,49.9,328.1,2013/11/23,17:05:44.100,17:05:44.240,4.7,83.4,Acod,Y
1184,Spectrogram 1,9,62383.9,62384.1,20,320.3,2013/11/23,17:19:43.900,17:19:44.100,8.7,100,Acod,Y
1185,Spectrogram 1,9,62391.3,62391.48,78.1,312.5,2013/11/23,17:19:51.300,17:19:51.480,6.4,37.3,Acod,Y
1187,Spectrogram 1,9,62396.5,62396.69,78.4,320.3,2013/11/23,17:19:56.500,17:19:56.690,5.3,99.8,Acod,Y
1328,Spectrogram 1,9,73286.8,73286.98,85.9,320.3,2013/11/23,20:21:26.800,20:21:26.980,5,61.7,Acod,Y
1377,Spectrogram 1,9,75897.8,75898.03,54.7,312.5,2013/11/23,21:04:57.800,21:04:58.030,4,57.6,Acod,Y
85,Spectrogram 1,9,10326.9,10327.07,20,335.9,2013/11/24,02:52:06.900,02:52:07.070,3.7,70,Acod,Y
89,Spectrogram 1,9,11866.1,11866.34,20,328.1,2013/11/24,03:17:46.100,03:17:46.340,6.4,100,Acod,Y
219,Spectrogram 1,9,44548.7,44548.87,70.3,328.1,2013/11/24,12:22:28.700,12:22:28.870,6.4,37.4,Acod,Y
252,Spectrogram 1,9,49761.9,49762.12,46.3,335.9,2013/11/24,13:49:21.900,13:49:22.120,4.9,78.8,Acod,Y
253,Spectrogram 1,9,49806.8,49807.06,43.9,328.1,2013/11/24,13:50:06.800,13:50:07.060,2.9,75.6,Acod,Y
254,Spectrogram 1,9,50008.5,50008.66,64.3,281.3,2013/11/24,13:53:28.500,13:53:28.660,10.3,100,Acod,Y
255,Spectrogram 1,9,50013,50013.15,21.3,320.3,2013/11/24,13:53:33.000,13:53:33.150,11.2,82.2,Acod,Y
256,Spectrogram 1,9,50048.9,50049.01,49.3,304.7,2013/11/24,13:54:08.900,13:54:09.010,5.6,56.4,Acod,Y
258,Spectrogram 1,9,50338.5,50338.68,53.3,335.9,2013/11/24,13:58:58.500,13:58:58.680,5,97.5,Acod,Y
269,Spectrogram 1,9,51586.4,51586.55,50.3,312.5,2013/11/24,14:19:46.400,14:19:46.550,4,88.9,Acod,Y
270,Spectrogram 1,9,51587.1,51587.37,70.3,312.5,2013/11/24,14:19:47.100,14:19:47.370,1.2,40.3,Acod,Y
279,Spectrogram 1,9,52769.2,52769.36,20,304.7,2013/11/24,14:39:29.200,14:39:29.360,4.9,65.3,Acod,Y
283,Spectrogram 1,9,53024,53024.16,20,328.1,2013/11/24,14:43:44.000,14:43:44.160,6.9,94.3,Acod,Y
284,Spectrogram 1,9,53025.3,53025.47,70.1,335.9,2013/11/24,14:43:45.300,14:43:45.470,4.5,87.5,Acod,Y
285,Spectrogram 1,9,53029.1,53029.23,20,328.1,2013/11/24,14:43:49.100,14:43:49.230,6.1,99.6,Acod,Y
286,Spectrogram 1,9,53030.5,53030.69,20,304.7,2013/11/24,14:43:50.500,14:43:50.690,6.2,97.6,Acod,Y
287,Spectrogram 1,9,53031.8,53031.96,24.7,335.9,2013/11/24,14:43:51.800,14:43:51.960,5.4,38.3,Acod,Y
288,Spectrogram 1,9,53033.5,53033.67,62.8,335.9,2013/11/24,14:43:53.500,14:43:53.670,5,100,Acod,Y
291,Spectrogram 1,9,53041.7,53041.87,32.2,335.9,2013/11/24,14:44:01.700,14:44:01.870,4.2,75.4,Acod,Y
660,Spectrogram 1,9,46508.4,46508.66,20,320.3,2013/11/25,12:55:08.400,12:55:08.660,3.4,62,Acod,Y
662,Spectrogram 1,9,46572.9,46573.06,78.1,335.9,2013/11/25,12:56:12.900,12:56:13.060,8.7,100,Acod,Y
663,Spectrogram 1,9,46628.9,46629.06,68.6,320.3,2013/11/25,12:57:08.900,12:57:09.060,13.3,100,Acod,Y
664,Spectrogram 1,9,46630.8,46631.03,20,328.1,2013/11/25,12:57:10.800,12:57:11.030,10.1,100,Acod,Y
665,Spectrogram 1,9,46645.1,46645.34,42.5,320.3,2013/11/25,12:57:25.100,12:57:25.340,12.7,100,Acod,Y
666,Spectrogram 1,9,46647,46647.15,57.4,320.3,2013/11/25,12:57:27.000,12:57:27.150,10.3,100,Acod,Y
668,Spectrogram 1,9,46778.6,46778.78,60.4,335.9,2013/11/25,12:59:38.600,12:59:38.780,5.5,78,Acod,Y
671,Spectrogram 1,9,46827.1,46827.33,49.9,328.1,2013/11/25,13:00:27.100,13:00:27.330,4.4,97.7,Acod,Y
672,Spectrogram 1,9,46927.1,46927.26,55.9,312.5,2013/11/25,13:02:07.100,13:02:07.260,1.8,50.7,Acod,Y
675,Spectrogram 1,9,47119.3,47119.5,54.7,296.9,2013/11/25,13:05:19.300,13:05:19.500,6.1,83.4,Acod,Y
677,Spectrogram 1,9,47327.3,47327.42,60.4,304.7,2013/11/25,13:08:47.300,13:08:47.420,5.4,83.7,Acod,Y
679,Spectrogram 1,9,47424.3,47424.47,21.1,312.5,2013/11/25,13:10:24.300,13:10:24.470,6.4,55.4,Acod,Y
680,Spectrogram 1,9,47425,47425.2,22.7,328.1,2013/11/25,13:10:25.000,13:10:25.200,5,68.4,Acod,Y
683,Spectrogram 1,9,47624.5,47624.66,29.4,320.3,2013/11/25,13:13:44.500,13:13:44.660,7.6,100,Acod,Y
684,Spectrogram 1,9,47628.8,47628.94,78.1,312.5,2013/11/25,13:13:48.800,13:13:48.940,3.9,89.7,Acod,Y
685,Spectrogram 1,9,47653.4,47653.59,37.7,296.9,2013/11/25,13:14:13.400,13:14:13.590,5.5,40.3,Acod,Y
686,Spectrogram 1,9,47659.6,47659.78,45.2,312.5,2013/11/25,13:14:19.600,13:14:19.780,3.5,76,Acod,Y
688,Spectrogram 1,9,47682.2,47682.36,35.9,328.1,2013/11/25,13:14:42.200,13:14:42.360,3.1,78.4,Acod,Y
695,Spectrogram 1,9,47829,47829.2,20,296.9,2013/11/25,13:17:09.000,13:17:09.200,4,54.3,Acod,Y
708,Spectrogram 1,9,48340.3,48340.44,60.1,289.1,2013/11/25,13:25:40.300,13:25:40.440,8.1,37.4,Acod,Y
709,Spectrogram 1,9,48342,48342.14,20,312.5,2013/11/25,13:25:42.000,13:25:42.140,4.3,43.5,Acod,Y
713,Spectrogram 1,9,48582,48582.11,64.1,335.9,2013/11/25,13:29:42.000,13:29:42.110,5.7,100,Acod,Y
715,Spectrogram 1,9,48705.3,48705.46,69.9,335.9,2013/11/25,13:31:45.300,13:31:45.460,7.6,37.4,Acod,Y
716,Spectrogram 1,9,48708.9,48709.09,77.9,320.3,2013/11/25,13:31:48.900,13:31:49.090,8.8,100,Acod,Y
718,Spectrogram 1,9,48829.7,48829.81,20,265.6,2013/11/25,13:33:49.700,13:33:49.810,10.6,100,Acod,Y
724,Spectrogram 1,9,49911.9,49912.17,20,320.3,2013/11/25,13:51:51.900,13:51:52.170,2.9,53,Acod,Y
728,Spectrogram 1,9,50204,50204.26,75.4,328.1,2013/11/25,13:56:44.000,13:56:44.260,5.1,100,Acod,Y
730,Spectrogram 1,9,50505.9,50506.03,20,328.1,2013/11/25,14:01:45.900,14:01:46.030,6,100,Acod,Y
731,Spectrogram 1,9,50688.7,50688.84,41.7,320.3,2013/11/25,14:04:48.700,14:04:48.840,3.5,86.5,Acod,Y
739,Spectrogram 1,9,52334.6,52334.77,20,335.9,2013/11/25,14:32:14.600,14:32:14.770,3,54,Acod,Y
740,Spectrogram 1,9,52341.4,52341.67,20,328.1,2013/11/25,14:32:21.400,14:32:21.670,3.7,89.3,Acod,Y
848,Spectrogram 1,9,61989.4,61989.56,34,296.9,2013/11/25,17:13:09.400,17:13:09.560,4.1,73.5,Acod,Y
897,Spectrogram 1,9,66881.3,66881.47,45.2,320.3,2013/11/25,18:34:41.300,18:34:41.470,3.5,63,Acod,Y
955,Spectrogram 1,9,74671.4,74671.54,20,304.7,2013/11/25,20:44:31.400,20:44:31.540,14.6,100,Acod,Y
956,Spectrogram 1,9,74715.7,74715.84,20,320.3,2013/11/25,20:45:15.700,20:45:15.840,13.8,90.8,Acod,Y
961,Spectrogram 1,9,74875.4,74875.55,85.9,328.1,2013/11/25,20:47:55.400,20:47:55.550,6.2,99.4,Acod,Y
292,Spectrogram 1,9,40854.7,40854.86,47.2,328.1,2013/11/26,11:20:54.700,11:20:54.860,5,97.6,Acod,Y
293,Spectrogram 1,9,40867.2,40867.32,77.4,328.1,2013/11/26,11:21:07.200,11:21:07.320,4.9,76.4,Acod,Y
294,Spectrogram 1,9,40869.7,40869.95,68.1,328.1,2013/11/26,11:21:09.700,11:21:09.950,4.3,97,Acod,Y
295,Spectrogram 1,9,40876.3,40876.56,46.6,328.1,2013/11/26,11:21:16.300,11:21:16.560,4.4,97.8,Acod,Y
296,Spectrogram 1,9,40884.7,40884.78,72.9,335.9,2013/11/26,11:21:24.700,11:21:24.780,5.8,37.4,Acod,Y
297,Spectrogram 1,9,40887.8,40887.93,67.9,312.5,2013/11/26,11:21:27.800,11:21:27.930,5.2,96,Acod,Y
334,Spectrogram 1,9,45185.2,45185.49,25,320.3,2013/11/26,12:33:05.200,12:33:05.490,3.1,43.3,Acod,Y
335,Spectrogram 1,9,45192.1,45192.24,20,335.9,2013/11/26,12:33:12.100,12:33:12.240,5.8,100,Acod,Y
429,Spectrogram 1,9,53008.6,53008.79,46.4,328.1,2013/11/26,14:43:28.600,14:43:28.790,7.9,100,Acod,Y
483,Spectrogram 1,9,57143.6,57143.82,20,328.1,2013/11/26,15:52:23.600,15:52:23.820,5.7,68.5,Acod,Y
485,Spectrogram 1,9,57202.4,57202.55,61.6,335.9,2013/11/26,15:53:22.400,15:53:22.550,5.5,67.4,Acod,Y
487,Spectrogram 1,9,57215.8,57216,51.3,328.1,2013/11/26,15:53:35.800,15:53:36.000,6,40.4,Acod,Y
490,Spectrogram 1,9,57681,57681.2,37.8,328.1,2013/11/26,16:01:21.000,16:01:21.200,12.8,37.4,Acod,Y
491,Spectrogram 1,9,57681.8,57681.97,78.4,328.1,2013/11/26,16:01:21.800,16:01:21.970,9.6,100,Acod,Y
492,Spectrogram 1,9,57683.9,57684.07,22.2,320.3,2013/11/26,16:01:23.900,16:01:24.070,9.1,100,Acod,Y
568,Spectrogram 1,9,60594.3,60594.51,68.3,289.1,2013/11/26,16:49:54.300,16:49:54.510,3.8,39.8,Acod,Y
586,Spectrogram 1,9,61979.3,61979.5,76.9,312.5,2013/11/26,17:12:59.300,17:12:59.500,3.4,57.8,Acod,Y
587,Spectrogram 1,9,62106.7,62106.91,46.2,335.9,2013/11/26,17:15:06.700,17:15:06.910,6.3,68.7,Acod,Y
589,Spectrogram 1,9,62230.9,62231.02,78.1,328.1,2013/11/26,17:17:10.900,17:17:11.020,9,100,Acod,Y
592,Spectrogram 1,9,62363.8,62363.95,49.2,328.1,2013/11/26,17:19:23.800,17:19:23.950,11.3,95.2,Acod,Y
614,Spectrogram 1,9,63108.7,63108.93,27.7,335.9,2013/11/26,17:31:48.700,17:31:48.930,6.8,89.5,Acod,Y
615,Spectrogram 1,9,63114.2,63114.41,20,312.5,2013/11/26,17:31:54.200,17:31:54.410,14.5,100,Acod,Y
616,Spectrogram 1,9,63116.1,63116.21,46.1,289.1,2013/11/26,17:31:56.100,17:31:56.210,9.9,100,Acod,Y
618,Spectrogram 1,9,63118.5,63118.67,71.9,312.5,2013/11/26,17:31:58.500,17:31:58.670,7.3,98.2,Acod,Y
619,Spectrogram 1,9,63130.9,63131.06,78.1,320.3,2013/11/26,17:32:10.900,17:32:11.060,9.6,100,Acod,Y
620,Spectrogram 1,9,63131.3,63131.46,20,328.1,2013/11/26,17:32:11.300,17:32:11.460,6,97.2,Acod,Y
